"","SamplesName","SubjectName","nCount_RNA","nFeature_RNA","priCluster","Age_in_Weeks","Area","Period","protocal","dataset","Age","Sex","cluster1","Age_in_days","cluster","WGCNAcluster","RegionName","Laminae","cellType","cellType_sub","deconv_clust"
"1165","S52.E7","Sample11",903759.798101578,1573,"IN-CTX-CGE1",19,"MGE","P6","Fluidigm C1","h1",NA,"Male","Olig4",133,"Olig","IN-CTX-CGE1","GE","0","Olig","Olig4","Oligo"
"1166","S52.A8","Sample11",882930.258229839,1252,"nIN2",19,"MGE","P6","Fluidigm C1","h1",NA,"Male","Olig4",133,"Olig","nIN2","GE","0","Olig","Olig4","Oligo"
"1167","S52.F9","Sample13",868629.210722341,1988,"MGE-IPC2",14.2,"MGE","P4","Fluidigm C1","h1",NA,"Female","Olig4",99.4,"Olig","MGE-IPC2","GE","0","Olig","Olig4","Oligo"
"1168","S52.A11","Sample13",885273.433534796,1015,"nIN2",14.2,"MGE","P4","Fluidigm C1","h1",NA,"Female","Olig4",99.4,"Olig","nIN2","GE","0","Olig","Olig4","Oligo"
"1169","S52.H11","Sample13",865553.669127302,1099,"nIN2",14.2,"MGE","P4","Fluidigm C1","h1",NA,"Female","Olig4",99.4,"Olig","nIN2","GE","0","Olig","Olig4","Oligo"
"1170","S52.D12","Sample13",883854.790616432,1768,"MGE-IPC3",14.2,"MGE","P4","Fluidigm C1","h1",NA,"Female","Olig4",99.4,"Olig","MGE-IPC3","GE","0","Olig","Olig4","Oligo"
"1171","S52.F12","Sample13",864287.517803522,1136,"IPC-nEN2",14.2,"PFC","P4","Fluidigm C1","h1",NA,"Female","Olig4",99.4,"Olig","IPC-nEN2","Cortex","All","Olig","Olig4","Oligo"
"1172","S53.A2","Sample13",916083.346766851,1759,"IPC-nEN2",14.2,"PFC","P4","Fluidigm C1","h1",NA,"Female","Olig4",99.4,"Olig","IPC-nEN2","Cortex","All","Olig","Olig4","Oligo"
"1173","S53.C2","Sample13",894061.522302797,2040,"nEN-early2",14.2,"PFC","P4","Fluidigm C1","h1",NA,"Female","Olig4",99.4,"Olig","nEN-early2","Cortex","All","Olig","Olig4","Oligo"
"1174","S53.E2","Sample13",882984.630902544,1618,"IPC-nEN2",14.2,"PFC","P4","Fluidigm C1","h1",NA,"Female","Olig4",99.4,"Olig","IPC-nEN2","Cortex","All","Olig","Olig4","Oligo"
"1175","S54.D10","Sample20",924186.357591218,1612,"IN-STR",13.3,"MGE","P4","Fluidigm C1","h1",NA,"Female","Olig4",93.1,"Olig","IN-STR","GE","0","Olig","Olig4","Oligo"
"1176","S54.G10","Sample20",845629.906010997,1906,"MGE-IPC3",13.3,"MGE","P4","Fluidigm C1","h1",NA,"Female","Olig4",93.1,"Olig","MGE-IPC3","GE","0","Olig","Olig4","Oligo"
"1177","S54.F11","Sample20",932629.133806917,1200,"nIN2",13.3,"MGE","P4","Fluidigm C1","h1",NA,"Female","Olig4",93.1,"Olig","nIN2","GE","0","Olig","Olig4","Oligo"
"1178","S80.A7","Sample29",874308.923999755,1443,"IN-STR",11.5,"MGE","P3","Fluidigm C1","h1",NA,"Female","Olig4",80.5,"Olig","IN-STR","GE","All","Olig","Olig4","Oligo"
"1179","S80.G8","Sample29",909110.897596379,1633,"MGE-RG2",11.5,"MGE","P3","Fluidigm C1","h1",NA,"Female","Olig4",80.5,"Olig","MGE-RG2","GE","All","Olig","Olig4","Oligo"
"1180","S80.A9","Sample29",898010.624129548,2280,"MGE-IPC2",11.5,"MGE","P3","Fluidigm C1","h1",NA,"Female","Olig4",80.5,"Olig","MGE-IPC2","GE","All","Olig","Olig4","Oligo"
"1181","S82.F1","Sample29",928636.037834377,1440,"RG-div1",11.5,"MGE","P3","Fluidigm C1","h1",NA,"Female","Olig4",80.5,"Olig","RG-div1","GE","All","Olig","Olig4","Oligo"
"1182","S82.A7","Sample29",881058.625881043,2877,"IPC-nEN1",11.5,"PFC","P3","Fluidigm C1","h1",NA,"Female","Olig4",80.5,"Olig","IPC-nEN1","Cortex","All","Olig","Olig4","Oligo"
"1183","S82.E9","Sample29",896188.953213674,2822,"nEN-early1",11.5,"PFC","P3","Fluidigm C1","h1",NA,"Female","Olig4",80.5,"Olig","nEN-early1","Cortex","All","Olig","Olig4","Oligo"
"1184","S85.E2","Sample32",828595.355443564,2213,"nEN-early2",17.5,"PFC","P5","Fluidigm C1","h1",NA,"Male","Olig4",122.5,"Olig","nEN-early2","Cortex","All","Olig","Olig4","Oligo"
"1185","S85.B12","Sample32",862572.403750847,2091,"nEN-late",17.5,"PFC","P5","Fluidigm C1","h1",NA,"Male","Olig4",122.5,"Olig","nEN-late","Cortex","All","Olig","Olig4","Oligo"
"1186","S87.C2","Sample32",862713.823536478,1088,"nIN2",17.5,"MGE","P5","Fluidigm C1","h1",NA,"Male","Olig4",122.5,"Olig","nIN2","GE","All","Olig","Olig4","Oligo"
"1187","S87.H2","Sample32",875228.444654509,1215,"IN-STR",17.5,"MGE","P5","Fluidigm C1","h1",NA,"Male","Olig4",122.5,"Olig","IN-STR","GE","All","Olig","Olig4","Oligo"
"1188","S87.B8","Sample32",861484.301136338,1323,"nIN2",17.5,"MGE","P5","Fluidigm C1","h1",NA,"Male","Olig4",122.5,"Olig","nIN2","GE","All","Olig","Olig4","Oligo"
"1189","S87.C8","Sample32",889349.570700996,1459,"IN-STR",17.5,"MGE","P5","Fluidigm C1","h1",NA,"Male","Olig4",122.5,"Olig","IN-STR","GE","All","Olig","Olig4","Oligo"
"1190","S87.G10","Sample32",861424.953826774,1401,"IN-STR",17.5,"MGE","P5","Fluidigm C1","h1",NA,"Male","Olig4",122.5,"Olig","IN-STR","GE","All","Olig","Olig4","Oligo"
"1191","S88.D3","Sample30",907427.886789506,3118,"IPC-nEN1",13,"PFC","P4","Fluidigm C1","h1",NA,"Male","Olig4",91,"Olig","IPC-nEN1","Cortex","All","Olig","Olig4","Oligo"
"1192","S88.H8","Sample30",921718.74847908,1204,"nIN4",13,"MGE","P4","Fluidigm C1","h1",NA,"Male","Olig4",91,"Olig","nIN4","GE","All","Olig","Olig4","Oligo"
"1193","S88.D10","Sample30",898387.621376138,1422,"nIN4",13,"MGE","P4","Fluidigm C1","h1",NA,"Male","Olig4",91,"Olig","nIN4","GE","All","Olig","Olig4","Oligo"
"1194","S88.F11","Sample30",889837.672490456,1464,"nIN3",13,"MGE","P4","Fluidigm C1","h1",NA,"Male","Olig4",91,"Olig","nIN3","GE","All","Olig","Olig4","Oligo"
"1195","S88.A12","Sample30",884711.737502677,1204,"nIN5",13,"MGE","P4","Fluidigm C1","h1",NA,"Male","Olig4",91,"Olig","nIN5","GE","All","Olig","Olig4","Oligo"
"1196","S88.D12","Sample30",861307.82920325,1249,"nIN2",13,"MGE","P4","Fluidigm C1","h1",NA,"Male","Olig4",91,"Olig","nIN2","GE","All","Olig","Olig4","Oligo"
"1197","S92.E4","Sample34",849504.665955594,1227,"",16.5,"PFC","P5","Fluidigm C1","h1",NA,"Male","Olig4",115.5,"Olig","","Cortex","All","Olig","Olig4","Oligo"
"1198","S92.B5","Sample34",838772.6575796,1322,"",16.5,"PFC","P5","Fluidigm C1","h1",NA,"Male","Olig4",115.5,"Olig","","Cortex","All","Olig","Olig4","Oligo"
"1199","S92.H5","Sample34",901184.14582581,1796,"",16.5,"PFC","P5","Fluidigm C1","h1",NA,"Male","Olig4",115.5,"Olig","","Cortex","All","Olig","Olig4","Oligo"
"1200","S92.G6","Sample34",870827.480505998,1252,"",16.5,"PFC","P5","Fluidigm C1","h1",NA,"Male","Olig4",115.5,"Olig","","Cortex","All","Olig","Olig4","Oligo"
"1201","S92.H6","Sample34",800074.006746196,1209,"",16.5,"PFC","P5","Fluidigm C1","h1",NA,"Male","Olig4",115.5,"Olig","","Cortex","All","Olig","Olig4","Oligo"
"1202","S92.B7","Sample34",822690.883178693,1335,"",16.5,"PFC","P5","Fluidigm C1","h1",NA,"Male","Olig4",115.5,"Olig","","Cortex","All","Olig","Olig4","Oligo"
"1203","S92.D7","Sample34",870582.280429304,1472,"",16.5,"PFC","P5","Fluidigm C1","h1",NA,"Male","Olig4",115.5,"Olig","","Cortex","All","Olig","Olig4","Oligo"
"1204","S92.E7","Sample34",862300.40072997,1607,"",16.5,"PFC","P5","Fluidigm C1","h1",NA,"Male","Olig4",115.5,"Olig","","Cortex","All","Olig","Olig4","Oligo"
"1205","S92.G7","Sample34",854773.551594695,1445,"IPC-nEN3",16.5,"PFC","P5","Fluidigm C1","h1",NA,"Male","Olig4",115.5,"Olig","IPC-nEN3","Cortex","All","Olig","Olig4","Oligo"
"1206","S92.B8","Sample34",880027.495287907,1507,"",16.5,"PFC","P5","Fluidigm C1","h1",NA,"Male","Olig4",115.5,"Olig","","Cortex","All","Olig","Olig4","Oligo"
"1207","S92.G8","Sample34",890285.110013504,1227,"",16.5,"PFC","P5","Fluidigm C1","h1",NA,"Male","Olig4",115.5,"Olig","","Cortex","All","Olig","Olig4","Oligo"
"1208","S92.F9","Sample34",853740.692808804,1447,"",16.5,"PFC","P5","Fluidigm C1","h1",NA,"Male","Olig4",115.5,"Olig","","Cortex","All","Olig","Olig4","Oligo"
"1209","S92.H9","Sample34",865225.950407903,1034,"IN-CTX-CGE1",16.5,"PFC","P5","Fluidigm C1","h1",NA,"Male","Olig4",115.5,"Olig","IN-CTX-CGE1","Cortex","All","Olig","Olig4","Oligo"
"1210","S92.A10","Sample34",864069.773897333,1201,"vRG",16.5,"PFC","P5","Fluidigm C1","h1",NA,"Male","Olig4",115.5,"Olig","vRG","Cortex","All","Olig","Olig4","Oligo"
"1211","S95.E2","Sample37",880557.3351531,2559,"nEN-early2",13,"PFC","P4","Fluidigm C1","h1",NA,"Male","Olig4",91,"Olig","nEN-early2","Cortex","All","Olig","Olig4","Oligo"
"1212","S95.A8","Sample37",850978.653058473,1371,"IN-CTX-CGE1",13,"PFC","P4","Fluidigm C1","h1",NA,"Male","Olig4",91,"Olig","IN-CTX-CGE1","Cortex","All","Olig","Olig4","Oligo"
"1213","S95.A10","Sample37",906745.679170707,2364,"nEN-early2",13,"PFC","P4","Fluidigm C1","h1",NA,"Male","Olig4",91,"Olig","nEN-early2","Cortex","All","Olig","Olig4","Oligo"
"1214","S95.H11","Sample37",867404.487335052,2115,"nEN-early2",13,"PFC","P4","Fluidigm C1","h1",NA,"Male","Olig4",91,"Olig","nEN-early2","Cortex","All","Olig","Olig4","Oligo"
"1215","S95.B12","Sample37",892416.566880941,2148,"nEN-early2",13,"PFC","P4","Fluidigm C1","h1",NA,"Male","Olig4",91,"Olig","nEN-early2","Cortex","All","Olig","Olig4","Oligo"
"1216","S95.E12","Sample37",892176.805096499,1960,"nEN-late",13,"PFC","P4","Fluidigm C1","h1",NA,"Male","Olig4",91,"Olig","nEN-late","Cortex","All","Olig","Olig4","Oligo"
"1217","S95.G12","Sample37",886944.936488097,2597,"nEN-early2",13,"PFC","P4","Fluidigm C1","h1",NA,"Male","Olig4",91,"Olig","nEN-early2","Cortex","All","Olig","Olig4","Oligo"
"1218","S103.G1","Sample39",919221.099276553,1516,"IN-CTX-MGE1",17,"PFC","P5","Fluidigm C1","h1",NA,"Male","Olig4",119,"Olig","IN-CTX-MGE1","Cortex","GZ","Olig","Olig4","Oligo"
"1219","S103.E2","Sample39",897313.763416829,1857,"IN-CTX-CGE1",17,"PFC","P5","Fluidigm C1","h1",NA,"Male","Olig4",119,"Olig","IN-CTX-CGE1","Cortex","GZ","Olig","Olig4","Oligo"
"1220","S103.D3","Sample39",911642.971079035,1178,"IN-CTX-MGE1",17,"PFC","P5","Fluidigm C1","h1",NA,"Male","Olig4",119,"Olig","IN-CTX-MGE1","Cortex","GZ","Olig","Olig4","Oligo"
"1221","S103.F3","Sample39",922388.165212583,1266,"IN-CTX-CGE1",17,"PFC","P5","Fluidigm C1","h1",NA,"Male","Olig4",119,"Olig","IN-CTX-CGE1","Cortex","GZ","Olig","Olig4","Oligo"
"1222","S103.G3","Sample39",878857.198984717,1422,"IN-CTX-CGE1",17,"PFC","P5","Fluidigm C1","h1",NA,"Male","Olig4",119,"Olig","IN-CTX-CGE1","Cortex","GZ","Olig","Olig4","Oligo"
"1223","S103.A4","Sample39",890165.817630199,1209,"IN-CTX-CGE1",17,"PFC","P5","Fluidigm C1","h1",NA,"Male","Olig4",119,"Olig","IN-CTX-CGE1","Cortex","GZ","Olig","Olig4","Oligo"
"1224","S103.E4","Sample39",895719.779416244,1208,"IN-CTX-CGE1",17,"PFC","P5","Fluidigm C1","h1",NA,"Male","Olig4",119,"Olig","IN-CTX-CGE1","Cortex","GZ","Olig","Olig4","Oligo"
"1225","S103.F4","Sample39",883706.855070062,2163,"IN-STR",17,"PFC","P5","Fluidigm C1","h1",NA,"Male","Olig4",119,"Olig","IN-STR","Cortex","GZ","Olig","Olig4","Oligo"
"1226","S103.F5","Sample39",895752.605577317,2179,"nEN-early2",17,"PFC","P5","Fluidigm C1","h1",NA,"Male","Olig4",119,"Olig","nEN-early2","Cortex","GZ","Olig","Olig4","Oligo"
"1227","S103.D6","Sample39",865191.726011338,1287,"IN-CTX-CGE1",17,"PFC","P5","Fluidigm C1","h1",NA,"Male","Olig4",119,"Olig","IN-CTX-CGE1","Cortex","GZ","Olig","Olig4","Oligo"
"1228","S103.G6","Sample39",921494.060122167,1203,"IN-CTX-MGE1",17,"PFC","P5","Fluidigm C1","h1",NA,"Male","Olig4",119,"Olig","IN-CTX-MGE1","Cortex","GZ","Olig","Olig4","Oligo"
"1229","S103.G8","Sample39",896200.396425556,1903,"nEN-late",17,"PFC","P5","Fluidigm C1","h1",NA,"Male","Olig4",119,"Olig","nEN-late","Cortex","GZ","Olig","Olig4","Oligo"
"1230","S103.A9","Sample39",894688.370145346,2409,"nEN-early2",17,"PFC","P5","Fluidigm C1","h1",NA,"Male","Olig4",119,"Olig","nEN-early2","Cortex","GZ","Olig","Olig4","Oligo"
"1231","S103.E10","Sample39",894884.746918034,1323,"IN-STR",17,"PFC","P5","Fluidigm C1","h1",NA,"Male","Olig4",119,"Olig","IN-STR","Cortex","GZ","Olig","Olig4","Oligo"
"1232","S103.H10","Sample39",890310.416714986,1438,"IN-CTX-CGE1",17,"PFC","P5","Fluidigm C1","h1",NA,"Male","Olig4",119,"Olig","IN-CTX-CGE1","Cortex","GZ","Olig","Olig4","Oligo"
"1233","S103.F12","Sample39",910097.469799881,1386,"IN-CTX-CGE1",17,"PFC","P5","Fluidigm C1","h1",NA,"Male","Olig4",119,"Olig","IN-CTX-CGE1","Cortex","GZ","Olig","Olig4","Oligo"
"1234","S113.C8","Sample40",851051.911568795,2694,"IN-CTX-MGE2",21.5,"PFC","P6","Fluidigm C1","h1",NA,"Female","Olig4",150.5,"Olig","IN-CTX-MGE2","Cortex","CP","Olig","Olig4","Oligo"
"1235","S85.A11","Sample32",912809.438703412,1496,"nEN-late",17.5,"PFC","P5","Fluidigm C1","h1",NA,"Male","Olig4",122.5,"Olig","nEN-late","Cortex","All","Olig","Olig4","Oligo"
"1236","O12.D1","Sample7",882955.980962673,3974,"OPC",14,"PFC","P4","Fluidigm C1","h1",NA,"Male","OPC1",98,"OPC","OPC","Cortex","SVZ","OPC","OPC1","Oligo"
"1237","S22.F11","Sample11",913835.846723629,3904,"OPC",19,"PFC","P6","Fluidigm C1","h1",NA,"Male","OPC1",133,"OPC","OPC","Cortex","CP","OPC","OPC1","Oligo"
"1238","S26.F11","Sample15",903564.328320384,2057,"OPC",17.3,"PFC","P5","Fluidigm C1","h1",NA,"Female","OPC1",121.1,"OPC","OPC","Cortex","All","OPC","OPC1","Oligo"
"1239","S32.E8","Sample17",902371.604316144,2698,"OPC",32,"PFC","P7","Fluidigm C1","h1",NA,"Male","OPC1",224,"OPC","OPC","Cortex","All","OPC","OPC1","Oligo"
"1240","S32.G9","Sample17",894758.518908785,1595,"OPC",32,"PFC","P7","Fluidigm C1","h1",NA,"Male","OPC1",224,"OPC","OPC","Cortex","All","OPC","OPC1","Oligo"
"1241","S32.H12","Sample17",889459.554786921,3231,"OPC",32,"PFC","P7","Fluidigm C1","h1",NA,"Male","OPC1",224,"OPC","OPC","Cortex","All","OPC","OPC1","Oligo"
"1242","S45.G5","Sample23",898451.859059856,2422,"OPC",21.5,"PFC","P6","Fluidigm C1","h1",NA,"Female","OPC1",150.5,"OPC","OPC","Cortex","CP","OPC","OPC1","Oligo"
"1243","S45.H5","Sample23",891431.834001986,2456,"OPC",21.5,"PFC","P6","Fluidigm C1","h1",NA,"Female","OPC1",150.5,"OPC","OPC","Cortex","CP","OPC","OPC1","Oligo"
"1244","S45.A8","Sample23",912704.307126446,2465,"OPC",21.5,"PFC","P6","Fluidigm C1","h1",NA,"Female","OPC1",150.5,"OPC","OPC","Cortex","CP","OPC","OPC1","Oligo"
"1245","S50.F11","Sample9",876000.890807529,4331,"OPC",11,"PFC","P3","Fluidigm C1","h1",NA,"Male","OPC1",77,"OPC","OPC","Cortex","All","OPC","OPC1","Oligo"
"1246","S57.D1","Sample26",881366.394606651,2235,"OPC",20,"PFC","P6","Fluidigm C1","h1",NA,"Female","OPC1",140,"OPC","OPC","Cortex","CP","OPC","OPC1","Oligo"
"1247","S113.F1","Sample40",879263.324972034,2365,"OPC",21.5,"PFC","P6","Fluidigm C1","h1",NA,"Female","OPC1",150.5,"OPC","OPC","Cortex","CP","OPC","OPC1","Oligo"
"1248","S113.E3","Sample40",906658.474481296,1832,"OPC",21.5,"PFC","P6","Fluidigm C1","h1",NA,"Female","OPC1",150.5,"OPC","OPC","Cortex","CP","OPC","OPC1","Oligo"
"1249","S113.H3","Sample40",852153.301909006,1262,"OPC",21.5,"PFC","P6","Fluidigm C1","h1",NA,"Female","OPC1",150.5,"OPC","OPC","Cortex","CP","OPC","OPC1","Oligo"
"1250","S113.F6","Sample40",913894.888822242,1676,"OPC",21.5,"PFC","P6","Fluidigm C1","h1",NA,"Female","OPC1",150.5,"OPC","OPC","Cortex","CP","OPC","OPC1","Oligo"
"1251","S116.C7","Sample41",910945.618957485,3323,"OPC",22,"PFC","P6","Fluidigm C1","h1",NA,"Male","OPC1",154,"OPC","OPC","Cortex","CP","OPC","OPC1","Oligo"
"1252","S15.H2","Sample12",870930.754445312,2961,"OPC",13,"MGE","P4","Fluidigm C1","h1",NA,"Male","OPC2",91,"OPC","OPC","GE","0","OPC","OPC2","Oligo"
"1253","S45.G1","Sample23",877725.823560527,2425,"OPC",21.5,"PFC","P6","Fluidigm C1","h1",NA,"Female","OPC2",150.5,"OPC","OPC","Cortex","CP","OPC","OPC2","Oligo"
"1254","S45.A5","Sample23",875105.906389809,3203,"OPC",21.5,"PFC","P6","Fluidigm C1","h1",NA,"Female","OPC2",150.5,"OPC","OPC","Cortex","CP","OPC","OPC2","Oligo"
"1255","S53.G1","Sample13",878502.746077324,1495,"OPC",14.2,"PFC","P4","Fluidigm C1","h1",NA,"Female","OPC2",99.4,"OPC","OPC","Cortex","All","OPC","OPC2","Oligo"
"1256","O12.E1","Sample7",847250.489716894,1539,"RG-div2",14,"PFC","P4","Fluidigm C1","h1",NA,"Male","Micro",98,"Micro","RG-div2","Cortex","SVZ","Micro","Micro","Micro"
"1257","S31.B3","Sample17",839891.260943791,1200,"Microglia",32,"PFC","P7","Fluidigm C1","h1",NA,"Male","Micro",224,"Micro","Microglia","Cortex","All","Micro","Micro","Micro"
"1258","S31.A4","Sample17",837559.510967079,2484,"Microglia",32,"PFC","P7","Fluidigm C1","h1",NA,"Male","Micro",224,"Micro","Microglia","Cortex","All","Micro","Micro","Micro"
"1259","S31.D8","Sample17",877347.146981688,2487,"Microglia",32,"PFC","P7","Fluidigm C1","h1",NA,"Male","Micro",224,"Micro","Microglia","Cortex","All","Micro","Micro","Micro"
"1260","S31.H12","Sample17",915988.772280363,1758,"Microglia",32,"PFC","P7","Fluidigm C1","h1",NA,"Male","Micro",224,"Micro","Microglia","Cortex","All","Micro","Micro","Micro"
"1261","S32.H4","Sample17",848078.280811457,1532,"Microglia",32,"PFC","P7","Fluidigm C1","h1",NA,"Male","Micro",224,"Micro","Microglia","Cortex","All","Micro","Micro","Micro"
"1262","S35.C4","Sample18",853103.230622602,1578,"Microglia",15,"PFC","P4","Fluidigm C1","h1",NA,"Female","Micro",105,"Micro","Microglia","Cortex","0","Micro","Micro","Micro"
"1263","S35.E4","Sample18",829221.475590597,1426,"Microglia",15,"PFC","P4","Fluidigm C1","h1",NA,"Female","Micro",105,"Micro","Microglia","Cortex","0","Micro","Micro","Micro"
"1264","S35.F4","Sample18",857814.704618896,1459,"Microglia",15,"PFC","P4","Fluidigm C1","h1",NA,"Female","Micro",105,"Micro","Microglia","Cortex","0","Micro","Micro","Micro"
"1265","S35.C5","Sample18",853306.533662488,2243,"Microglia",15,"PFC","P4","Fluidigm C1","h1",NA,"Female","Micro",105,"Micro","Microglia","Cortex","0","Micro","Micro","Micro"
"1266","S35.D5","Sample18",850159.729969308,1817,"Microglia",15,"PFC","P4","Fluidigm C1","h1",NA,"Female","Micro",105,"Micro","Microglia","Cortex","0","Micro","Micro","Micro"
"1267","S35.H5","Sample18",828470.63946919,1948,"Microglia",15,"PFC","P4","Fluidigm C1","h1",NA,"Female","Micro",105,"Micro","Microglia","Cortex","0","Micro","Micro","Micro"
"1268","S35.A6","Sample18",832350.213802998,1333,"Microglia",15,"PFC","P4","Fluidigm C1","h1",NA,"Female","Micro",105,"Micro","Microglia","Cortex","0","Micro","Micro","Micro"
"1269","S35.B6","Sample18",885638.8814515,1933,"Microglia",15,"PFC","P4","Fluidigm C1","h1",NA,"Female","Micro",105,"Micro","Microglia","Cortex","0","Micro","Micro","Micro"
"1270","S35.F6","Sample18",864458.2150736,1389,"Microglia",15,"PFC","P4","Fluidigm C1","h1",NA,"Female","Micro",105,"Micro","Microglia","Cortex","0","Micro","Micro","Micro"
"1271","S35.G6","Sample18",860676.885651604,1502,"Microglia",15,"PFC","P4","Fluidigm C1","h1",NA,"Female","Micro",105,"Micro","Microglia","Cortex","0","Micro","Micro","Micro"
"1272","S35.H6","Sample18",866028.685492701,1544,"Microglia",15,"PFC","P4","Fluidigm C1","h1",NA,"Female","Micro",105,"Micro","Microglia","Cortex","0","Micro","Micro","Micro"
"1273","S35.C7","Sample18",871954.282797301,1505,"Microglia",15,"PFC","P4","Fluidigm C1","h1",NA,"Female","Micro",105,"Micro","Microglia","Cortex","0","Micro","Micro","Micro"
"1274","S35.D7","Sample18",871228.485110198,1460,"Microglia",15,"PFC","P4","Fluidigm C1","h1",NA,"Female","Micro",105,"Micro","Microglia","Cortex","0","Micro","Micro","Micro"
"1275","S35.H7","Sample18",843644.0600236,1932,"Microglia",15,"PFC","P4","Fluidigm C1","h1",NA,"Female","Micro",105,"Micro","Microglia","Cortex","0","Micro","Micro","Micro"
"1276","S35.A8","Sample18",870153.389235397,1719,"Microglia",15,"PFC","P4","Fluidigm C1","h1",NA,"Female","Micro",105,"Micro","Microglia","Cortex","0","Micro","Micro","Micro"
"1277","S35.G8","Sample18",879506.427851795,1996,"Microglia",15,"PFC","P4","Fluidigm C1","h1",NA,"Female","Micro",105,"Micro","Microglia","Cortex","0","Micro","Micro","Micro"
"1278","S35.C9","Sample18",837831.0520081,1930,"Microglia",15,"PFC","P4","Fluidigm C1","h1",NA,"Female","Micro",105,"Micro","Microglia","Cortex","0","Micro","Micro","Micro"
"1279","S35.E9","Sample18",858189.540220693,1691,"Microglia",15,"PFC","P4","Fluidigm C1","h1",NA,"Female","Micro",105,"Micro","Microglia","Cortex","0","Micro","Micro","Micro"
"1280","S35.G9","Sample18",880597.318166398,1455,"Microglia",15,"PFC","P4","Fluidigm C1","h1",NA,"Female","Micro",105,"Micro","Microglia","Cortex","0","Micro","Micro","Micro"
"1281","S35.H9","Sample18",818314.180355998,2134,"Microglia",15,"PFC","P4","Fluidigm C1","h1",NA,"Female","Micro",105,"Micro","Microglia","Cortex","0","Micro","Micro","Micro"
"1282","S35.A10","Sample18",853048.224283604,1219,"Microglia",15,"PFC","P4","Fluidigm C1","h1",NA,"Female","Micro",105,"Micro","Microglia","Cortex","0","Micro","Micro","Micro"
"1283","S35.B10","Sample18",872526.419822896,1855,"Microglia",15,"PFC","P4","Fluidigm C1","h1",NA,"Female","Micro",105,"Micro","Microglia","Cortex","0","Micro","Micro","Micro"
"1284","S35.C10","Sample18",887330.829718298,1615,"Microglia",15,"PFC","P4","Fluidigm C1","h1",NA,"Female","Micro",105,"Micro","Microglia","Cortex","0","Micro","Micro","Micro"
"1285","S35.E10","Sample18",809773.0464362,1225,"Microglia",15,"PFC","P4","Fluidigm C1","h1",NA,"Female","Micro",105,"Micro","Microglia","Cortex","0","Micro","Micro","Micro"
"1286","S35.G10","Sample18",857465.383169402,1540,"Microglia",15,"PFC","P4","Fluidigm C1","h1",NA,"Female","Micro",105,"Micro","Microglia","Cortex","0","Micro","Micro","Micro"
"1287","S35.H10","Sample18",888728.923138295,2029,"Microglia",15,"PFC","P4","Fluidigm C1","h1",NA,"Female","Micro",105,"Micro","Microglia","Cortex","0","Micro","Micro","Micro"
"1288","S41.E5","Sample20",861487.739179693,1465,"Microglia",13.3,"MGE","P4","Fluidigm C1","h1",NA,"Female","Micro",93.1,"Micro","Microglia","GE","0","Micro","Micro","Micro"
"1289","S48.G8","Sample24",870798.809698695,2716,"Microglia",37,"PFC","P7","Fluidigm C1","h1",NA,"Female","Micro",259,"Micro","Microglia","Cortex","CP","Micro","Micro","Micro"
"1290","S48.D9","Sample24",834007.284097151,1233,"Microglia",37,"PFC","P7","Fluidigm C1","h1",NA,"Female","Micro",259,"Micro","Microglia","Cortex","CP","Micro","Micro","Micro"
"1291","S48.A11","Sample24",885434.646266048,1756,"Microglia",37,"PFC","P7","Fluidigm C1","h1",NA,"Female","Micro",259,"Micro","Microglia","Cortex","CP","Micro","Micro","Micro"
"1292","S50.B1","Sample24",877957.629639368,1944,"Microglia",37,"PFC","P7","Fluidigm C1","h1",NA,"Female","Micro",259,"Micro","Microglia","Cortex","CP","Micro","Micro","Micro"
"1293","S50.A2","Sample24",886082.819953491,2120,"Microglia",37,"PFC","P7","Fluidigm C1","h1",NA,"Female","Micro",259,"Micro","Microglia","Cortex","CP","Micro","Micro","Micro"
"1294","S50.E2","Sample24",877459.603636478,1302,"Microglia",37,"PFC","P7","Fluidigm C1","h1",NA,"Female","Micro",259,"Micro","Microglia","Cortex","CP","Micro","Micro","Micro"
"1295","S50.G2","Sample24",864122.407048428,2579,"Microglia",37,"PFC","P7","Fluidigm C1","h1",NA,"Female","Micro",259,"Micro","Microglia","Cortex","CP","Micro","Micro","Micro"
"1296","S113.G9","Sample40",858263.046284729,2654,"Glyc",21.5,"PFC","P6","Fluidigm C1","h1",NA,"Female","Micro",150.5,"Micro","Glyc","Cortex","CP","Micro","Micro","Micro"
"1297","S28.H1","Sample16",871740.837769398,3537,"Endothelial",14.2,"PFC","P4","Fluidigm C1","h1",NA,"Female","Endo",99.4,"Endo","Endothelial","Cortex","GZ","Endo","Endo","Endo"
"1298","S28.H2","Sample16",882523.181750699,2150,"Endothelial",14.2,"PFC","P4","Fluidigm C1","h1",NA,"Female","Endo",99.4,"Endo","Endothelial","Cortex","GZ","Endo","Endo","Endo"
"1299","S35.G5","Sample18",901205.734009293,2545,"Endothelial",15,"PFC","P4","Fluidigm C1","h1",NA,"Female","Endo",105,"Endo","Endothelial","Cortex","0","Endo","Endo","Endo"
